39.28637,-76.73876
39.28631,-76.73897
39.28564,-76.74164
39.28556,-76.74202
39.28412,-76.74775
39.28391,-76.74873
39.28375,-76.74983
39.28368,-76.75054
39.28364,-76.75141
39.28363,-76.75211
39.28362,-76.75222
39.28369,-76.75321
39.28384,-76.75445
39.28393,-76.75493
39.28409,-76.75568
39.28562,-76.76167
39.28592,-76.76278
39.28599,-76.76298
39.28627,-76.76387
39.28632,-76.764
39.28637,-76.76416
39.28654,-76.76464
39.28719,-76.76627
39.28803,-76.76807
39.28874,-76.76939
39.28894,-76.76972
39.28908,-76.76997
39.2895,-76.77065
39.28976,-76.77103
39.28977,-76.77105
39.29546,-76.77929
39.29571,-76.7797
39.29591,-76.78005
39.29608,-76.78041
39.29609,-76.78041
39.29636,-76.78101
39.29659,-76.78164
39.29673,-76.7821
39.29683,-76.78255
39.29691,-76.78308
39.29695,-76.78362
39.29695,-76.78423
39.2969,-76.78479
39.29685,-76.78513
39.29674,-76.78564
39.29669,-76.78579
39.29664,-76.78598
39.29658,-76.78617
39.29641,-76.78661
39.29631,-76.78683
39.29615,-76.78713
39.29603,-76.78733
39.29585,-76.78766
39.29504,-76.78905
39.29483,-76.78943
39.29472,-76.78961
39.29376,-76.7913
39.29365,-76.79148
39.29355,-76.79167
39.29333,-76.79204
39.28986,-76.7982
39.2801,-76.81519
39.27997,-76.81548
39.27984,-76.81581
39.27984,-76.81582
39.27965,-76.81654
39.27946,-76.81742
39.27916,-76.81801
39.27888,-76.81834
39.27877,-76.81843
39.27861,-76.81852
39.27854,-76.81857
39.27841,-76.81863
39.27834,-76.81864
39.27819,-76.81864
39.27803,-76.81863
39.27785,-76.81861
39.27775,-76.81858
39.27767,-76.81855
39.2775,-76.81846
39.27719,-76.81822
39.27709,-76.81818
39.27696,-76.81808
39.27666,-76.81791
39.27651,-76.81785
39.27645,-76.81782
39.27618,-76.81774
39.27605,-76.81771
39.27574,-76.81769
39.27547,-76.81771
39.27502,-76.81779
39.27477,-76.81787
39.27448,-76.81798
